live_detail_id,live_id,sort,color,performers,special_keys,jp_name,name,difficulty,level,duration,Tap,Long,Flick,Slide
827,343,1033,4,"Domyoji Karin, Wakiyama Tamami, Hamaguchi Ayame",,キミのそばでずっと,Kimi no Soba de Zutto,2,13,127.578947,64,166,0,0
828,343,1033,4,"Domyoji Karin, Wakiyama Tamami, Hamaguchi Ayame",,キミのそばでずっと,Kimi no Soba de Zutto,3,18,127.578947,193,86,16,0
829,343,1033,4,"Domyoji Karin, Wakiyama Tamami, Hamaguchi Ayame",,キミのそばでずっと,Kimi no Soba de Zutto,4,24,127.578947,145,219,107,0
830,337,5013,3,"Akagi Miria, Jougasaki Mika, Jougasaki Rika, Moroboshi Kirari",,私色ギフト,Watashiiro Gift,1,7,123.58209,112,12,0,0
831,337,5013,3,"Akagi Miria, Jougasaki Mika, Jougasaki Rika, Moroboshi Kirari",,私色ギフト,Watashiiro Gift,2,12,123.58209,168,42,0,0
832,337,5013,3,"Akagi Miria, Jougasaki Mika, Jougasaki Rika, Moroboshi Kirari",,私色ギフト,Watashiiro Gift,3,17,123.58209,267,56,12,0
833,337,5013,3,"Akagi Miria, Jougasaki Mika, Jougasaki Rika, Moroboshi Kirari",,私色ギフト,Watashiiro Gift,4,25,123.58209,364,145,56,0
839,344,1034,1,"Maekawa Miku, Abe Nana, Otokura Yuuki",,Halloween♥Code,Halloween♥Code,1,8,125.373134,53,72,0,0
840,344,1034,1,"Maekawa Miku, Abe Nana, Otokura Yuuki",,Halloween♥Code,Halloween♥Code,2,13,125.373134,165,36,0,0
841,344,1034,1,"Maekawa Miku, Abe Nana, Otokura Yuuki",,Halloween♥Code,Halloween♥Code,3,18,125.373134,280,103,12,0
842,344,1034,1,"Maekawa Miku, Abe Nana, Otokura Yuuki",,Halloween♥Code,Halloween♥Code,4,26,125.373134,381,193,167,0
843,9,3001,1,Shimamura Uzuki,solo,S(mile)ING!,S(mile)ING!,11,5,126.741573,95,20,0,0
844,9,3001,1,Shimamura Uzuki,solo,S(mile)ING!,S(mile)ING!,12,12,126.741573,106,28,22,70
845,10,3002,2,Shibuya Rin,solo,Never say never,Never say never,11,6,131.153846,64,82,0,0
846,10,3002,2,Shibuya Rin,solo,Never say never,Never say never,12,16,131.153846,198,69,41,95
847,11,3003,3,Honda Mio,solo,ミツボシ☆☆★,Mitsuboshi☆☆★,11,5,123.428571,78,20,0,0
848,11,3003,3,Honda Mio,solo,ミツボシ☆☆★,Mitsuboshi☆☆★,12,15,126.171429,275,37,31,33
849,18,3010,1,Maekawa Miku,solo,おねだり Shall We ～?,Onedari Shall We~?,11,6,124.864865,70,36,0,0
850,18,3010,1,Maekawa Miku,solo,おねだり Shall We ～?,Onedari Shall We~?,12,16,124.864865,172,22,50,66
851,28,3014,2,Tada Riina,solo,Twilight Sky,Twilight Sky,11,4,122.727273,79,10,0,0
852,28,3014,2,Tada Riina,solo,Twilight Sky,Twilight Sky,12,15,122.727273,226,34,48,13
853,17,3009,3,Jougasaki Rika,solo,DOKIDOKIリズム,DOKIDOKI Rhythm,11,5,121.333333,78,20,0,0
854,17,3009,3,Jougasaki Rika,solo,DOKIDOKIリズム,DOKIDOKI Rhythm,12,12,121.333333,123,12,34,65
855,12,3004,1,Ogata Chieri,solo,風色メロディ,Kazeiro Melody,11,2,129.333333,32,22,0,0
856,12,3004,1,Ogata Chieri,solo,風色メロディ,Kazeiro Melody,12,10,129.333333,79,33,5,36
857,14,3006,3,Moroboshi Kirari,solo,ましゅまろ☆キッス,Marshmallow☆Kiss,11,6,125.16129,47,44,0,0
858,14,3006,3,Moroboshi Kirari,solo,ましゅまろ☆キッス,Marshmallow☆Kiss,12,16,125.16129,182,11,44,89
859,15,3007,1,Futaba Anzu,solo,あんずのうた,Anzu no Uta,11,9,126.7692308,183,58,0,0
860,15,3007,1,Futaba Anzu,solo,あんずのうた,Anzu no Uta,12,18,126.7692308,116,80,163,79
861,13,3005,2,Kanzaki Ranko,solo,華蕾夢ミル狂詩曲 ～魂ノ導～,Tsubomi Yumemiru Rapsodia ~Alma no Michibiki~,11,9,126.521739,160,38,0,0
862,13,3005,2,Kanzaki Ranko,solo,華蕾夢ミル狂詩曲 ～魂ノ導～,Tsubomi Yumemiru Rapsodia ~Alma no Michibiki~,12,17,126.521739,210,51,69,55
863,34,3013,1,Mimura Kanako,solo,ショコラ・ティアラ,Chocolat Tiara,11,3,126.315789,62,10,0,0
864,34,3013,1,Mimura Kanako,solo,ショコラ・ティアラ,Chocolat Tiara,12,14,126.315789,163,57,20,28
865,32,3011,2,Nitta Minami,solo,ヴィーナスシンドローム,Venus Syndrome,11,6,130.331126,100,26,0,0
866,32,3011,2,Nitta Minami,solo,ヴィーナスシンドローム,Venus Syndrome,12,16,130.331126,208,18,32,73
867,33,3012,3,Akagi Miria,solo,Romantic Now,Romantic Now,11,4,122.823529,68,18,0,0
868,33,3012,3,Akagi Miria,solo,Romantic Now,Romantic Now,12,11,122.823529,117,5,25,21
869,31,3008,2,Anastasia,solo,You're stars shine on me,You're stars shine on me,11,2,125.0,43,4,0,0
870,31,3008,2,Anastasia,solo,You're stars shine on me,You're stars shine on me,12,10,125.0,107,24,1,20
871,37,3015,3,Jougasaki Mika,solo,TOKIMEKIエスカレート,TOKIMEKI Escalate,11,9,128.571429,196,72,0,0
872,37,3015,3,Jougasaki Mika,solo,TOKIMEKIエスカレート,TOKIMEKI Escalate,12,18,128.571429,213,98,31,299
873,40,3017,1,Kohinata Miho,solo,Naked Romance,Naked Romance,11,7,131.428571,47,98,0,0
874,40,3017,1,Kohinata Miho,solo,Naked Romance,Naked Romance,12,15,131.428571,239,11,35,57
875,44,3019,2,Kawashima Mizuki,solo,Angel Breeze,Angel Breeze,11,5,132.8,56,28,0,0
876,44,3019,2,Kawashima Mizuki,solo,Angel Breeze,Angel Breeze,12,13,132.8,140,32,42,33
877,51,3018,3,Totoki Airi,solo,アップルパイ・プリンセス,Apple Pie Princess,11,3,128.089888,42,20,0,0
878,51,3018,3,Totoki Airi,solo,アップルパイ・プリンセス,Apple Pie Princess,12,15,128.089888,141,17,86,50
879,52,3023,1,Sakuma Mayu,solo,エヴリデイドリーム,Everyday Dream,11,8,125.350318,149,36,0,0
880,52,3023,1,Sakuma Mayu,solo,エヴリデイドリーム,Everyday Dream,12,16,125.350318,127,48,52,83
881,53,3031,2,Sagisawa Fumika,solo,Bright Blue,Bright Blue,11,1,126.857143,27,12,0,0
882,53,3031,2,Sagisawa Fumika,solo,Bright Blue,Bright Blue,12,11,126.857143,121,54,16,62
883,59,5015,3,Kimura Natsuki,,Rockin' Emotion,Rockin' Emotion,11,5,130.169492,83,18,0,0
884,59,5015,3,Kimura Natsuki,,Rockin' Emotion,Rockin' Emotion,12,16,130.169492,247,63,45,22
885,329,5027,1,"Kohinata Miho, Kamijo Haruna, Akagi Miria, Aiba Yumi, Jougasaki Mika",,shabon song,shabon song,5,28,122.482759,342,75,163,112
886,56,1014,1,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu",,パステルピンクな恋,Pastel Pink na Koi,5,29,120.685714,311,57,88,331
887,330,5026,2,"Kawashima Mizuki, Nitta Minami, Matsunaga Ryo, Takagaki Kaede, Hayami Kanade",,Nocturne,Nocturne,5,29,126.984127,629,88,88,68
888,57,1012,2,"Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia",,オルゴールの小箱,Orgel no Kobako,5,28,127.096774,261,193,97,101
889,332,2006,3,"Oikawa Shizuku, Katagiri Sanae, Hori Yuko",,モーレツ★世直しギルティ !,Mouretsu★Yonaoshi Guilty!,5,29,124.444444,439,99,215,157
890,58,1013,3,"Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,絶対特権主張しますっ !,Zettai Tokken Shuchou Shimasuu!,5,30,123.6,765,128,102,0
891,329,5027,1,"Kohinata Miho, Kamijo Haruna, Akagi Miria, Aiba Yumi, Jougasaki Mika",,shabon song,shabon song,101,28,122.482759,338,72,152,112
892,330,5026,2,"Kawashima Mizuki, Nitta Minami, Matsunaga Ryo, Takagaki Kaede, Hayami Kanade",,Nocturne,Nocturne,101,29,126.984127,621,59,59,73
893,332,2006,3,"Oikawa Shizuku, Katagiri Sanae, Hori Yuko",,モーレツ★世直しギルティ !,Mouretsu★Yonaoshi Guilty!,101,29,124.444444,440,99,215,157
899,345,1035,4,"Nakano Yuka, Tada Riina, Aiba Yumi",,秋風に手を振って,Akikaze ni Te o Futte,1,7,129.882353,60,46,0,0
900,345,1035,4,"Nakano Yuka, Tada Riina, Aiba Yumi",,秋風に手を振って,Akikaze ni Te o Futte,2,13,129.882353,81,128,0,0
901,345,1035,4,"Nakano Yuka, Tada Riina, Aiba Yumi",,秋風に手を振って,Akikaze ni Te o Futte,3,17,129.882353,224,90,20,0
902,345,1035,4,"Nakano Yuka, Tada Riina, Aiba Yumi",,秋風に手を振って,Akikaze ni Te o Futte,4,26,129.882353,384,155,115,0
903,85,3044,3,Aiba Yumi,solo,lilac time,lilac time,1,6,128.618785,35,54,0,0
904,85,3044,3,Aiba Yumi,solo,lilac time,lilac time,2,12,128.618785,128,36,0,0
905,85,3044,3,Aiba Yumi,solo,lilac time,lilac time,3,16,128.618785,204,36,47,0
906,85,3044,3,Aiba Yumi,solo,lilac time,lilac time,4,24,128.618785,367,120,92,0
912,346,2010,2,"Shibuya Rin, Kamiya Nao, Hojo Karen",,Trinity Field,Trinity Field,1,8,126.320231,61,58,0,0
913,346,2010,2,"Shibuya Rin, Kamiya Nao, Hojo Karen",,Trinity Field,Trinity Field,2,13,126.320231,129,60,0,0
914,346,2010,2,"Shibuya Rin, Kamiya Nao, Hojo Karen",,Trinity Field,Trinity Field,3,18,126.320231,253,96,30,0
915,346,2010,2,"Shibuya Rin, Kamiya Nao, Hojo Karen",,Trinity Field,Trinity Field,4,26,126.320231,387,113,182,0
916,60,3029,1,Kobayakawa Sae,solo,花簪 HANAKANZASHI,Hanakanzashi HANAKANZASHI,11,5,126.582029,46,36,0,0
917,60,3029,1,Kobayakawa Sae,solo,花簪 HANAKANZASHI,Hanakanzashi HANAKANZASHI,12,15,126.582029,115,24,31,89
918,63,3034,2,Hayami Kanade,solo,Hotel Moonside,Hotel Moonside,11,7,128.372093,126,54,0,0
919,63,3034,2,Hayami Kanade,solo,Hotel Moonside,Hotel Moonside,12,18,128.372093,191,93,97,131
920,64,3025,3,Takamori Aiko,solo,お散歩カメラ,Osanpo Camera,11,5,125.581395,73,18,0,0
921,64,3025,3,Takamori Aiko,solo,お散歩カメラ,Osanpo Camera,12,16,125.581395,186,38,48,59
927,347,1036,4,"Seki Hiromi, Araki Hina, Fujiwara Hajime, Kitami Yuzu, Murakami Tomoe",,恋が咲く季節,Koi ga Saku Kisetsu,1,6,126.0,50,48,0,0
928,347,1036,4,"Seki Hiromi, Araki Hina, Fujiwara Hajime, Kitami Yuzu, Murakami Tomoe",,恋が咲く季節,Koi ga Saku Kisetsu,2,12,126.0,116,52,0,0
929,347,1036,4,"Seki Hiromi, Araki Hina, Fujiwara Hajime, Kitami Yuzu, Murakami Tomoe",,恋が咲く季節,Koi ga Saku Kisetsu,3,17,126.0,247,82,32,0
930,347,1036,4,"Seki Hiromi, Araki Hina, Fujiwara Hajime, Kitami Yuzu, Murakami Tomoe",,恋が咲く季節,Koi ga Saku Kisetsu,4,25,126.0,342,156,119,0
931,327,9012,4,"Kobayakawa Sae, Domyoji Karin, Wakiyama Tamami, Yorita Yoshino, Hamaguchi Ayame",,桜の頃,Sakura no Koro,5,29,134.634146,285,39,191,75
932,26,5008,1,"Maekawa Miku, Tada Riina",,ØωØver!!,Over!!,5,29,122.666667,448,57,188,285
933,331,9013,4,"Nakano Yuka, Maekawa Miku, Kamiya Nao, Anastasia, Hoshi Syoko",,Nothing but You,Nothing but You,5,29,135.08982,455,91,151,233
934,24,5006,2,Kanzaki Ranko,,-LEGNE- 仇なす剣 光の旋律,-ENGEL- Adanasu Tsurugi Hikari no Shirabe,5,30,125.915873,422,76,293,157
935,334,9901,4,"Sakurai Momoka, Sasaki Chie, Ryuzaki Kaoru, Akagi Miria, Ichihara Nina",,Yes! Party Time!!,Yes! Party Time!!,5,29,124.864865,495,116,298,67
936,337,5013,3,"Akagi Miria, Jougasaki Mika, Jougasaki Rika, Moroboshi Kirari",,私色ギフト,Watashiiro Gift,5,27,123.58209,576,69,58,47
937,327,9012,4,"Kobayakawa Sae, Domyoji Karin, Wakiyama Tamami, Yorita Yoshino, Hamaguchi Ayame",,桜の頃,Sakura no Koro,101,29,134.634146,285,40,182,79
938,331,9013,4,"Nakano Yuka, Maekawa Miku, Kamiya Nao, Anastasia, Hoshi Syoko",,Nothing but You,Nothing but You,101,29,135.08982,381,86,140,238
939,334,9901,4,"Sakurai Momoka, Sasaki Chie, Ryuzaki Kaoru, Akagi Miria, Ichihara Nina",,Yes! Party Time!!,Yes! Party Time!!,101,29,124.864865,494,116,297,67
945,348,1037,3,"Himekawa Yuki, Katagiri Sanae, Nanba Emi",,冬空プレシャス,Fuyuzora Precious,1,7,125.837838,28,76,0,0
946,348,1037,3,"Himekawa Yuki, Katagiri Sanae, Nanba Emi",,冬空プレシャス,Fuyuzora Precious,2,13,125.837838,119,72,0,0
947,348,1037,3,"Himekawa Yuki, Katagiri Sanae, Nanba Emi",,冬空プレシャス,Fuyuzora Precious,3,17,125.837838,276,40,32,0
948,348,1037,3,"Himekawa Yuki, Katagiri Sanae, Nanba Emi",,冬空プレシャス,Fuyuzora Precious,4,26,125.837838,464,57,160,0
949,349,1039,2,Takagaki Kaede,,こいかぜ -花葉-,Koikaze -Hanaba-,1,6,123.75,69,18,0,0
950,349,1039,2,Takagaki Kaede,,こいかぜ -花葉-,Koikaze -Hanaba-,2,14,123.75,51,136,0,0
951,349,1039,2,Takagaki Kaede,,こいかぜ -花葉-,Koikaze -Hanaba-,3,18,123.75,168,114,9,0
952,349,1039,2,Takagaki Kaede,,こいかぜ -花葉-,Koikaze -Hanaba-,4,25,123.75,108,149,175,0
958,350,9017,4,"Shimamura Uzuki, Mimura Kanako, Shibuya Rin, Honda Mio, Sato Shin",,Happy New Yeah!,Happy New Yeah!,1,9,126.976744,110,40,0,0
959,350,9017,4,"Shimamura Uzuki, Mimura Kanako, Shibuya Rin, Honda Mio, Sato Shin",,Happy New Yeah!,Happy New Yeah!,2,14,126.976744,189,48,0,0
960,350,9017,4,"Shimamura Uzuki, Mimura Kanako, Shibuya Rin, Honda Mio, Sato Shin",,Happy New Yeah!,Happy New Yeah!,3,19,126.976744,333,62,38,0
961,350,9017,4,"Shimamura Uzuki, Mimura Kanako, Shibuya Rin, Honda Mio, Sato Shin",,Happy New Yeah!,Happy New Yeah!,4,26,126.976744,462,114,160,0
962,65,3021,1,Abe Nana,solo,メルヘンデビュー !,Marchen Debut!,11,7,124.941176,83,94,0,0
963,65,3021,1,Abe Nana,solo,メルヘンデビュー !,Marchen Debut!,12,17,124.941176,90,60,72,255
964,66,3027,2,Kamiya Nao,solo,2nd SIDE,2nd SIDE,11,6,117.293233,53,46,0,0
965,66,3027,2,Kamiya Nao,solo,2nd SIDE,2nd SIDE,12,14,117.293233,142,26,6,82
966,67,3020,3,Hino Akane,solo,熱血乙女A,Nekketsu Otome A,11,7,125.517241,110,12,0,0
967,67,3020,3,Hino Akane,solo,熱血乙女A,Nekketsu Otome A,12,15,125.517241,244,18,58,17
968,333,9014,4,"Mizumoto Yukari, Igarashi Kyoko, Otokura Yuuki, Himekawa Yuki, Moroboshi Kirari",,With Love,With Love,5,28,125.454545,433,109,138,61
969,335,9015,4,"Futaba Anzu, Hayasaka Mirei, Shirasaka Koume, Ninomiya Asuka, Jougasaki Rika",,リトルリドル,Little Riddle,5,29,127.272727,266,123,337,125
970,338,1031,4,"Maekawa Miku, Mifune Miyu, Morikubo Nono, Yorita Yoshino, Sato Shin",,Take me☆Take you,Take me☆Take you,5,28,122.666667,464,59,222,125
976,351,2011,4,"Kobayakawa Sae, Shiomi Syuko",,美に入り彩を穿つ,Bi ni Irisai o Ugatsu,1,9,123.631302,59,90,0,0
977,351,2011,4,"Kobayakawa Sae, Shiomi Syuko",,美に入り彩を穿つ,Bi ni Irisai o Ugatsu,2,14,123.631302,196,32,0,0
978,351,2011,4,"Kobayakawa Sae, Shiomi Syuko",,美に入り彩を穿つ,Bi ni Irisai o Ugatsu,3,19,123.631302,288,76,110,0
979,351,2011,4,"Kobayakawa Sae, Shiomi Syuko",,美に入り彩を穿つ,Bi ni Irisai o Ugatsu,4,27,123.631302,482,111,237,0
980,68,3033,1,Miyamoto Frederica,solo,き・ま・ぐ・れ☆Café au lait !,Ki-ma-gu-re☆Cafe au lait!,11,8,123.243243,150,36,0,0
981,68,3033,1,Miyamoto Frederica,solo,き・ま・ぐ・れ☆Café au lait !,Ki-ma-gu-re☆Cafe au lait!,12,15,123.243243,169,28,36,50
982,69,3028,2,Hojo Karen,solo,薄荷 -ハッカ-,Hakka -Hakka-,11,3,129.295775,38,18,0,0
983,69,3028,2,Hojo Karen,solo,薄荷 -ハッカ-,Hakka -Hakka-,12,12,129.295775,121,18,10,62
984,70,3026,3,Hoshi Syoko,solo,毒茸伝説,Dokukinoko Densetsu,11,6,125.393258,91,20,0,0
985,70,3026,3,Hoshi Syoko,solo,毒茸伝説,Dokukinoko Densetsu,12,17,125.393258,141,40,84,113
986,333,9014,4,"Mizumoto Yukari, Igarashi Kyoko, Otokura Yuuki, Himekawa Yuki, Moroboshi Kirari",,With Love,With Love,101,28,125.454545,433,109,138,61
987,335,9015,4,"Futaba Anzu, Hayasaka Mirei, Shirasaka Koume, Ninomiya Asuka, Jougasaki Rika",,リトルリドル,Little Riddle,101,29,127.272727,291,92,276,111
988,338,1031,4,"Maekawa Miku, Mifune Miyu, Morikubo Nono, Yorita Yoshino, Sato Shin",,Take me☆Take you,Take me☆Take you,101,27,122.666667,462,59,210,125
994,353,1040,4,"Seki Hiromi, Araki Hina, Fujiwara Hajime, Kitami Yuzu, Murakami Tomoe",,always,always,1,6,133.75,42,36,0,0
995,353,1040,4,"Seki Hiromi, Araki Hina, Fujiwara Hajime, Kitami Yuzu, Murakami Tomoe",,always,always,2,12,133.75,106,58,0,0
996,353,1040,4,"Seki Hiromi, Araki Hina, Fujiwara Hajime, Kitami Yuzu, Murakami Tomoe",,always,always,3,18,133.75,207,84,4,0
997,353,1040,4,"Seki Hiromi, Araki Hina, Fujiwara Hajime, Kitami Yuzu, Murakami Tomoe",,always,always,4,25,133.75,204,195,35,0
998,87,3046,1,Otokura Yuuki,solo,追い風Running,Oikaze Running,1,9,126.315789,86,56,0,0
999,87,3046,1,Otokura Yuuki,solo,追い風Running,Oikaze Running,2,14,126.315789,171,46,0,0
1000,87,3046,1,Otokura Yuuki,solo,追い風Running,Oikaze Running,3,19,126.315789,236,84,48,0
1001,87,3046,1,Otokura Yuuki,solo,追い風Running,Oikaze Running,4,27,126.315789,429,196,119,0
1007,354,1041,2,"Kamiya Nao, Kanzaki Ranko, Wakiyama Tamami",,Frost,Frost,1,7,118.604651,67,10,0,0
1008,354,1041,2,"Kamiya Nao, Kanzaki Ranko, Wakiyama Tamami",,Frost,Frost,2,13,118.604651,127,30,0,0
1009,354,1041,2,"Kamiya Nao, Kanzaki Ranko, Wakiyama Tamami",,Frost,Frost,3,17,118.604651,202,64,0,0
1010,354,1041,2,"Kamiya Nao, Kanzaki Ranko, Wakiyama Tamami",,Frost,Frost,4,25,118.604651,292,165,26,0
1028,355,1042,4,"Kohinata Miho, Hayami Kanade, Jougasaki Mika",,ツインテールの風,Twintail no Kaze,1,6,122.823529,59,28,0,0
1029,355,1042,4,"Kohinata Miho, Hayami Kanade, Jougasaki Mika",,ツインテールの風,Twintail no Kaze,2,12,122.823529,97,72,0,0
1030,355,1042,4,"Kohinata Miho, Hayami Kanade, Jougasaki Mika",,ツインテールの風,Twintail no Kaze,3,17,122.823529,214,82,15,0
1031,355,1042,4,"Kohinata Miho, Hayami Kanade, Jougasaki Mika",,ツインテールの風,Twintail no Kaze,4,26,122.823529,363,162,127,0
1032,336,2007,1,"Nakano Yuka, Mizumoto Yukari, Shiina Noriko",,Kawaii make MY day!,Kawaii make MY day!,5,29,118.195489,417,92,72,251
1033,15,3007,1,Futaba Anzu,solo,あんずのうた,Anzu no Uta,5,30,126.769231,479,124,247,148
1034,340,2008,2,"Kanzaki Ranko, Ninomiya Asuka",,双翼の独奏歌,Souyoku no Aria,5,30,121.411765,369,27,381,141
1035,32,3011,2,Nitta Minami,solo,ヴィーナスシンドローム,Venus Syndrome,5,28,130.331126,437,20,178,256
1036,342,2009,3,"Jougasaki Mika, Jougasaki Rika",,Twin☆くるっ★テール,Twin☆kle★Tail,5,30,117.707006,749,57,127,0
1037,33,3012,3,Akagi Miria,solo,Romantic Now,Romantic Now,5,29,122.823529,373,35,120,307
1038,336,2007,1,"Nakano Yuka, Mizumoto Yukari, Shiina Noriko",,Kawaii make MY day!,Kawaii make MY day!,101,29,118.195489,428,92,75,235
1039,340,2008,2,"Kanzaki Ranko, Ninomiya Asuka",,双翼の独奏歌,Souyoku no Aria,101,30,121.411765,371,27,377,140
1040,342,2009,3,"Jougasaki Mika, Jougasaki Rika",,Twin☆くるっ★テール,Twin☆kle★Tail,101,30,117.707006,752,57,109,0
1041,71,3038,1,Ichinose Shiki,solo,秘密のトワレ,Himitsu no Toilette,11,5,125.034965,73,28,0,0
1042,71,3038,1,Ichinose Shiki,solo,秘密のトワレ,Himitsu no Toilette,12,18,125.034965,168,8,44,271
1043,72,3024,2,Shirasaka Koume,solo,小さな恋の密室事件,Chiisana Koi no Misshitsu Jiken,11,7,127.228916,91,52,0,0
1044,72,3024,2,Shirasaka Koume,solo,小さな恋の密室事件,Chiisana Koi no Misshitsu Jiken,12,17,127.228916,139,54,63,120
1045,76,3037,3,Katagiri Sanae,solo,Can't Stop!!,Can't Stop!!,11,6,131.428571,111,8,0,0
1046,76,3037,3,Katagiri Sanae,solo,Can't Stop!!,Can't Stop!!,12,14,131.428571,96,65,59,75
1056,356,5032,1,"Shimamura Uzuki, Kohinata Miho, Sakurai Momoka, Futaba Anzu, Sakuma Mayu",,キラッ ! 満開スマイル,Kira! Mankai Smile,1,7,130.909091,46,64,0,0
1057,356,5032,1,"Shimamura Uzuki, Kohinata Miho, Sakurai Momoka, Futaba Anzu, Sakuma Mayu",,キラッ ! 満開スマイル,Kira! Mankai Smile,2,13,130.909091,125,56,0,0
1058,356,5032,1,"Shimamura Uzuki, Kohinata Miho, Sakurai Momoka, Futaba Anzu, Sakuma Mayu",,キラッ ! 満開スマイル,Kira! Mankai Smile,3,19,130.909091,313,73,40,0
1059,356,5032,1,"Shimamura Uzuki, Kohinata Miho, Sakurai Momoka, Futaba Anzu, Sakuma Mayu",,キラッ ! 満開スマイル,Kira! Mankai Smile,4,26,130.909091,364,139,272,0
1065,357,9903,4,"Ogata Chieri, Futaba Anzu, Shirasaka Koume, Hori Yuko, Moroboshi Kirari",,Vast world,Vast world,1,7,127.542857,78,18,0,0
1066,357,9903,4,"Ogata Chieri, Futaba Anzu, Shirasaka Koume, Hori Yuko, Moroboshi Kirari",,Vast world,Vast world,2,13,127.542857,172,42,0,0
1067,357,9903,4,"Ogata Chieri, Futaba Anzu, Shirasaka Koume, Hori Yuko, Moroboshi Kirari",,Vast world,Vast world,3,18,127.542857,291,47,36,0
1068,357,9903,4,"Ogata Chieri, Futaba Anzu, Shirasaka Koume, Hori Yuko, Moroboshi Kirari",,Vast world,Vast world,4,25,127.542857,377,117,76,0
1069,352,1043,4,"Sakuma Mayu, Takagaki Kaede, Honda Mio",,Tulip（SP VERSION）,Tulip (SP VERSION),1,8,130.909091,83,38,0,0
1070,352,1043,4,"Sakuma Mayu, Takagaki Kaede, Honda Mio",,Tulip（SP VERSION）,Tulip (SP VERSION),2,13,130.909091,162,38,0,0
1071,352,1043,4,"Sakuma Mayu, Takagaki Kaede, Honda Mio",,Tulip（SP VERSION）,Tulip (SP VERSION),3,18,130.909091,322,34,24,0
1072,352,1043,4,"Sakuma Mayu, Takagaki Kaede, Honda Mio",,Tulip（SP VERSION）,Tulip (SP VERSION),4,27,130.909091,563,127,165,0
1073,74,3042,1,Nakano Yuka,solo,恋色エナジー,Koiiro Energy,11,4,129.438202,60,26,0,0
1074,74,3042,1,Nakano Yuka,solo,恋色エナジー,Koiiro Energy,12,13,129.438202,94,66,18,68
1075,75,3039,2,Shiomi Syuko,solo,青の一番星,Ao no Ichibanboshi,11,8,115.945946,128,54,0,0
1076,75,3039,2,Shiomi Syuko,solo,青の一番星,Ao no Ichibanboshi,12,17,116.351351,153,8,69,126
1077,73,3032,3,Himekawa Yuki,solo,気持ちいいよね　一等賞 !,Kimochi ii yo ne Ittoushou!,11,8,121.492384,176,14,0,0
1078,73,3032,3,Himekawa Yuki,solo,気持ちいいよね　一等賞 !,Kimochi ii yo ne Ittoushou!,12,13,121.492384,120,57,58,5
1079,341,9016,4,"Koshimizu Sachiko, Sakuma Mayu, Nitta Minami, Sagisawa Fumika, Honda Mio",,イリュージョニスタ !,Illusionista!,5,29,126.666667,328,60,143,292
1080,34,3013,1,Mimura Kanako,solo,ショコラ・ティアラ,Chocolat Tiara,5,28,126.315789,398,89,177,123
1081,343,1033,4,"Domyoji Karin, Wakiyama Tamami, Hamaguchi Ayame",,キミのそばでずっと,Kimi no Soba de Zutto,5,27,127.578947,165,69,180,170
1082,31,3008,2,Anastasia,solo,You're stars shine on me,You're stars shine on me,5,28,127.5,251,114,203,109
1083,345,1035,4,"Nakano Yuka, Tada Riina, Aiba Yumi",,秋風に手を振って,Akikaze ni Te o Futte,5,29,130.588235,424,89,209,69
1084,37,3015,3,Jougasaki Mika,solo,TOKIMEKIエスカレート,TOKIMEKI Escalate,5,30,128.571429,754,46,55,82
1085,341,9016,4,"Koshimizu Sachiko, Sakuma Mayu, Nitta Minami, Sagisawa Fumika, Honda Mio",,イリュージョニスタ !,Illusionista!,101,29,126.666667,328,60,141,292
1086,343,1033,4,"Domyoji Karin, Wakiyama Tamami, Hamaguchi Ayame",,キミのそばでずっと,Kimi no Soba de Zutto,101,27,127.578947,168,69,196,170
1087,345,1035,4,"Nakano Yuka, Tada Riina, Aiba Yumi",,秋風に手を振って,Akikaze ni Te o Futte,101,29,130.588235,424,89,209,68
1093,358,1044,3,"Honda Mio, Ryuzaki Kaoru, Kitami Yuzu",,Spring Screaming,Spring Screaming,1,6,117.272727,57,22,0,0
1094,358,1044,3,"Honda Mio, Ryuzaki Kaoru, Kitami Yuzu",,Spring Screaming,Spring Screaming,2,13,117.272727,100,80,0,0
1095,358,1044,3,"Honda Mio, Ryuzaki Kaoru, Kitami Yuzu",,Spring Screaming,Spring Screaming,3,18,117.272727,272,65,25,0
